INFO:root:Scene Object change detection Job Started...
DEBUG:root:Monitering started...
INFO:root:15_30_44_15_01_2021: Change detected
INFO:root:15_30_44_15_01_2021: Change detected
INFO:root:15_30_44_15_01_2021: Change detected
INFO:root:15_30_44_15_01_2021: Change detected
INFO:root:15_30_44_15_01_2021: Change detected
INFO:root:15_30_44_15_01_2021: Change detected
INFO:root:15_30_44_15_01_2021: Change detected
INFO:root:15_30_44_15_01_2021: Change detected
INFO:root:15_30_44_15_01_2021: Change detected
INFO:root:15_30_45_15_01_2021: Change detected
INFO:root:15_30_45_15_01_2021: Change detected
INFO:root:15_30_45_15_01_2021: Change detected
INFO:root:15_30_45_15_01_2021: Change detected
INFO:root:15_30_45_15_01_2021: Change detected
INFO:root:15_30_45_15_01_2021: Change detected
INFO:root:15_30_45_15_01_2021: Change detected
INFO:root:15_30_46_15_01_2021: Change detected
INFO:root:15_30_46_15_01_2021: Change detected
INFO:root:15_30_46_15_01_2021: Change detected
INFO:root:15_30_46_15_01_2021: Change detected
INFO:root:15_30_46_15_01_2021: Change detected
INFO:root:15_30_46_15_01_2021: Change detected
INFO:root:15_30_47_15_01_2021: Change detected
INFO:root:15_30_47_15_01_2021: Change detected
INFO:root:15_30_47_15_01_2021: Change detected
INFO:root:15_30_47_15_01_2021: Change detected
INFO:root:15_30_47_15_01_2021: Change detected
INFO:root:15_30_47_15_01_2021: Change detected
INFO:root:15_30_47_15_01_2021: Change detected
INFO:root:15_30_47_15_01_2021: Change detected
INFO:root:15_30_47_15_01_2021: Change detected
INFO:root:15_30_47_15_01_2021: Change detected
INFO:root:15_30_47_15_01_2021: Change detected
INFO:root:15_30_47_15_01_2021: Change detected
INFO:root:15_30_47_15_01_2021: Change detected
INFO:root:15_30_48_15_01_2021: Change detected
INFO:root:15_30_48_15_01_2021: Change detected
INFO:root:15_30_48_15_01_2021: Change detected
INFO:root:15_30_48_15_01_2021: Change detected
INFO:root:15_30_48_15_01_2021: Change detected
INFO:root:15_30_48_15_01_2021: Change detected
INFO:root:15_30_48_15_01_2021: Change detected
INFO:root:15_30_48_15_01_2021: Change detected
INFO:root:15_30_48_15_01_2021: Change detected
INFO:root:15_30_48_15_01_2021: Change detected
INFO:root:15_30_48_15_01_2021: Change detected
INFO:root:15_30_48_15_01_2021: Change detected
INFO:root:15_30_49_15_01_2021: Change detected
INFO:root:15_30_49_15_01_2021: Change detected
INFO:root:15_30_49_15_01_2021: Change detected
INFO:root:15_30_49_15_01_2021: Change detected
INFO:root:15_30_49_15_01_2021: Change detected
INFO:root:15_30_49_15_01_2021: Change detected
INFO:root:15_30_49_15_01_2021: Change detected
INFO:root:15_30_49_15_01_2021: Change detected
INFO:root:15_30_49_15_01_2021: Change detected
INFO:root:15_30_49_15_01_2021: Change detected
INFO:root:15_30_49_15_01_2021: Change detected
INFO:root:15_30_49_15_01_2021: Change detected
INFO:root:15_30_49_15_01_2021: Change detected
INFO:root:15_30_50_15_01_2021: Change detected
INFO:root:15_30_50_15_01_2021: Change detected
INFO:root:15_30_50_15_01_2021: Change detected
INFO:root:15_30_50_15_01_2021: Change detected
INFO:root:15_30_50_15_01_2021: Change detected
INFO:root:15_30_50_15_01_2021: Change detected
INFO:root:15_30_50_15_01_2021: Change detected
INFO:root:15_30_50_15_01_2021: Change detected
INFO:root:15_30_50_15_01_2021: Change detected
INFO:root:15_30_50_15_01_2021: Change detected
INFO:root:15_30_50_15_01_2021: Change detected
INFO:root:15_30_50_15_01_2021: Change detected
INFO:root:15_30_50_15_01_2021: Change detected
INFO:root:15_30_51_15_01_2021: Change detected
INFO:root:15_30_51_15_01_2021: Change detected
INFO:root:15_30_51_15_01_2021: Change detected
INFO:root:15_30_51_15_01_2021: Change detected
INFO:root:15_30_51_15_01_2021: Change detected
INFO:root:15_30_51_15_01_2021: Change detected
INFO:root:15_30_51_15_01_2021: Change detected
INFO:root:15_30_51_15_01_2021: Change detected
INFO:root:15_30_51_15_01_2021: Change detected
INFO:root:15_30_51_15_01_2021: Change detected
INFO:root:15_30_51_15_01_2021: Change detected
INFO:root:15_30_51_15_01_2021: Change detected
INFO:root:15_30_52_15_01_2021: Change detected
INFO:root:15_30_52_15_01_2021: Change detected
INFO:root:15_30_52_15_01_2021: Change detected
INFO:root:15_30_52_15_01_2021: Change detected
INFO:root:15_30_52_15_01_2021: Change detected
INFO:root:15_30_52_15_01_2021: Change detected
INFO:root:15_30_52_15_01_2021: Change detected
INFO:root:15_30_52_15_01_2021: Change detected
INFO:root:15_30_52_15_01_2021: Change detected
INFO:root:15_30_52_15_01_2021: Change detected
INFO:root:15_30_52_15_01_2021: Change detected
INFO:root:15_30_52_15_01_2021: Change detected
INFO:root:15_30_52_15_01_2021: Change detected
INFO:root:15_30_53_15_01_2021: Change detected
INFO:root:15_30_53_15_01_2021: Change detected
INFO:root:15_30_53_15_01_2021: Change detected
INFO:root:15_30_53_15_01_2021: Change detected
INFO:root:15_30_53_15_01_2021: Change detected
INFO:root:15_30_53_15_01_2021: Change detected
INFO:root:15_30_53_15_01_2021: Change detected
INFO:root:15_30_53_15_01_2021: Change detected
INFO:root:15_30_53_15_01_2021: Change detected
INFO:root:15_30_53_15_01_2021: Change detected
INFO:root:15_30_53_15_01_2021: Change detected
INFO:root:15_30_53_15_01_2021: Change detected
INFO:root:15_30_54_15_01_2021: Change detected
INFO:root:15_30_54_15_01_2021: Change detected
INFO:root:15_30_54_15_01_2021: Change detected
INFO:root:15_30_54_15_01_2021: Change detected
INFO:root:15_30_54_15_01_2021: Change detected
INFO:root:15_30_54_15_01_2021: Change detected
INFO:root:15_30_54_15_01_2021: Change detected
INFO:root:15_30_54_15_01_2021: Change detected
INFO:root:15_30_54_15_01_2021: Change detected
INFO:root:15_30_54_15_01_2021: Change detected
