INFO:root:Scene Object change detection Job Started...
DEBUG:root:Monitering started...
INFO:root:15_22_48_15_01_2021: Change detected
INFO:root:15_22_48_15_01_2021: Change detected
INFO:root:15_22_48_15_01_2021: Change detected
INFO:root:15_22_48_15_01_2021: Change detected
INFO:root:15_22_48_15_01_2021: Change detected
INFO:root:15_22_48_15_01_2021: Change detected
INFO:root:15_22_48_15_01_2021: Change detected
INFO:root:15_22_48_15_01_2021: Change detected
INFO:root:15_22_48_15_01_2021: Change detected
INFO:root:15_22_48_15_01_2021: Change detected
INFO:root:15_22_48_15_01_2021: Change detected
INFO:root:15_22_48_15_01_2021: Change detected
INFO:root:15_22_49_15_01_2021: Change detected
INFO:root:15_22_49_15_01_2021: Change detected
INFO:root:15_22_49_15_01_2021: Change detected
INFO:root:15_22_49_15_01_2021: Change detected
INFO:root:15_22_49_15_01_2021: Change detected
INFO:root:15_22_49_15_01_2021: Change detected
INFO:root:15_22_49_15_01_2021: Change detected
INFO:root:15_22_49_15_01_2021: Change detected
INFO:root:15_22_49_15_01_2021: Change detected
INFO:root:15_22_49_15_01_2021: Change detected
INFO:root:15_22_49_15_01_2021: Change detected
INFO:root:15_22_49_15_01_2021: Change detected
INFO:root:15_22_50_15_01_2021: Change detected
INFO:root:15_22_50_15_01_2021: Change detected
INFO:root:15_22_50_15_01_2021: Change detected
INFO:root:15_22_50_15_01_2021: Change detected
INFO:root:15_22_50_15_01_2021: Change detected
INFO:root:15_22_50_15_01_2021: Change detected
INFO:root:15_22_50_15_01_2021: Change detected
INFO:root:15_22_50_15_01_2021: Change detected
INFO:root:15_22_50_15_01_2021: Change detected
INFO:root:15_22_50_15_01_2021: Change detected
INFO:root:15_22_50_15_01_2021: Change detected
INFO:root:15_22_50_15_01_2021: Change detected
INFO:root:15_22_51_15_01_2021: Change detected
INFO:root:15_22_51_15_01_2021: Change detected
INFO:root:15_22_51_15_01_2021: Change detected
INFO:root:15_22_51_15_01_2021: Change detected
INFO:root:15_22_51_15_01_2021: Change detected
INFO:root:15_22_51_15_01_2021: Change detected
INFO:root:15_22_51_15_01_2021: Change detected
INFO:root:15_22_51_15_01_2021: Change detected
INFO:root:15_22_51_15_01_2021: Change detected
INFO:root:15_22_51_15_01_2021: Change detected
INFO:root:15_22_51_15_01_2021: Change detected
INFO:root:15_22_51_15_01_2021: Change detected
INFO:root:15_22_52_15_01_2021: Change detected
INFO:root:15_22_52_15_01_2021: Change detected
INFO:root:15_22_52_15_01_2021: Change detected
INFO:root:15_22_52_15_01_2021: Change detected
INFO:root:15_22_52_15_01_2021: Change detected
INFO:root:15_22_52_15_01_2021: Change detected
INFO:root:15_22_52_15_01_2021: Change detected
INFO:root:15_22_52_15_01_2021: Change detected
INFO:root:15_22_52_15_01_2021: Change detected
INFO:root:15_22_52_15_01_2021: Change detected
INFO:root:15_22_52_15_01_2021: Change detected
INFO:root:15_22_52_15_01_2021: Change detected
INFO:root:15_22_53_15_01_2021: Change detected
INFO:root:15_22_53_15_01_2021: Change detected
INFO:root:15_22_53_15_01_2021: Change detected
INFO:root:15_22_53_15_01_2021: Change detected
INFO:root:15_22_53_15_01_2021: Change detected
INFO:root:15_22_53_15_01_2021: Change detected
INFO:root:15_22_53_15_01_2021: Change detected
INFO:root:15_22_53_15_01_2021: Change detected
INFO:root:15_22_53_15_01_2021: Change detected
INFO:root:15_22_53_15_01_2021: Change detected
INFO:root:15_22_53_15_01_2021: Change detected
INFO:root:15_22_53_15_01_2021: Change detected
INFO:root:15_22_54_15_01_2021: Change detected
INFO:root:15_22_54_15_01_2021: Change detected
INFO:root:15_22_54_15_01_2021: Change detected
INFO:root:15_22_54_15_01_2021: Change detected
INFO:root:15_22_54_15_01_2021: Change detected
INFO:root:15_22_54_15_01_2021: Change detected
INFO:root:15_22_54_15_01_2021: Change detected
INFO:root:15_22_54_15_01_2021: Change detected
INFO:root:15_22_54_15_01_2021: Change detected
INFO:root:15_22_54_15_01_2021: Change detected
INFO:root:15_22_54_15_01_2021: Change detected
INFO:root:15_22_54_15_01_2021: Change detected
INFO:root:15_22_54_15_01_2021: Change detected
INFO:root:15_22_55_15_01_2021: Change detected
INFO:root:15_22_55_15_01_2021: Change detected
INFO:root:15_22_55_15_01_2021: Change detected
INFO:root:15_22_55_15_01_2021: Change detected
INFO:root:15_22_55_15_01_2021: Change detected
INFO:root:15_22_55_15_01_2021: Change detected
INFO:root:15_22_55_15_01_2021: Change detected
INFO:root:15_22_55_15_01_2021: Change detected
INFO:root:15_22_55_15_01_2021: Change detected
INFO:root:15_22_55_15_01_2021: Change detected
INFO:root:15_22_55_15_01_2021: Change detected
INFO:root:15_22_55_15_01_2021: Change detected
INFO:root:15_22_56_15_01_2021: Change detected
INFO:root:15_22_56_15_01_2021: Change detected
INFO:root:15_22_56_15_01_2021: Change detected
INFO:root:15_22_56_15_01_2021: Change detected
INFO:root:15_22_56_15_01_2021: Change detected
INFO:root:15_22_56_15_01_2021: Change detected
INFO:root:15_22_56_15_01_2021: Change detected
INFO:root:15_22_56_15_01_2021: Change detected
INFO:root:15_22_56_15_01_2021: Change detected
INFO:root:15_22_56_15_01_2021: Change detected
INFO:root:15_22_56_15_01_2021: Change detected
INFO:root:15_22_56_15_01_2021: Change detected
INFO:root:15_22_56_15_01_2021: Change detected
INFO:root:15_22_57_15_01_2021: Change detected
INFO:root:15_22_57_15_01_2021: Change detected
INFO:root:15_22_57_15_01_2021: Change detected
INFO:root:15_22_57_15_01_2021: Change detected
INFO:root:15_22_57_15_01_2021: Change detected
INFO:root:15_22_57_15_01_2021: Change detected
INFO:root:15_22_57_15_01_2021: Change detected
INFO:root:15_22_57_15_01_2021: Change detected
INFO:root:15_22_57_15_01_2021: Change detected
INFO:root:15_22_57_15_01_2021: Change detected
INFO:root:15_22_57_15_01_2021: Change detected
INFO:root:15_22_57_15_01_2021: Change detected
INFO:root:15_22_58_15_01_2021: Change detected
INFO:root:15_22_58_15_01_2021: Change detected
INFO:root:15_22_58_15_01_2021: Change detected
INFO:root:15_22_58_15_01_2021: Change detected
INFO:root:15_22_58_15_01_2021: Change detected
INFO:root:15_22_58_15_01_2021: Change detected
INFO:root:15_22_58_15_01_2021: Change detected
INFO:root:15_22_58_15_01_2021: Change detected
INFO:root:15_22_58_15_01_2021: Change detected
INFO:root:15_22_58_15_01_2021: Change detected
INFO:root:15_22_58_15_01_2021: Change detected
INFO:root:15_22_58_15_01_2021: Change detected
INFO:root:15_22_58_15_01_2021: Change detected
INFO:root:15_22_59_15_01_2021: Change detected
INFO:root:15_22_59_15_01_2021: Change detected
INFO:root:15_22_59_15_01_2021: Change detected
INFO:root:15_22_59_15_01_2021: Change detected
INFO:root:15_22_59_15_01_2021: Change detected
INFO:root:15_22_59_15_01_2021: Change detected
INFO:root:15_22_59_15_01_2021: Change detected
INFO:root:15_22_59_15_01_2021: Change detected
INFO:root:15_22_59_15_01_2021: Change detected
INFO:root:15_22_59_15_01_2021: Change detected
INFO:root:15_22_59_15_01_2021: Change detected
INFO:root:15_22_59_15_01_2021: Change detected
INFO:root:15_23_00_15_01_2021: Change detected
INFO:root:15_23_00_15_01_2021: Change detected
INFO:root:15_23_00_15_01_2021: Change detected
INFO:root:15_23_00_15_01_2021: Change detected
INFO:root:15_23_00_15_01_2021: Change detected
INFO:root:15_23_00_15_01_2021: Change detected
INFO:root:15_23_00_15_01_2021: Change detected
INFO:root:15_23_00_15_01_2021: Change detected
INFO:root:15_23_00_15_01_2021: Change detected
INFO:root:15_23_00_15_01_2021: Change detected
INFO:root:15_23_00_15_01_2021: Change detected
INFO:root:15_23_00_15_01_2021: Change detected
INFO:root:15_23_00_15_01_2021: Change detected
INFO:root:15_23_01_15_01_2021: Change detected
INFO:root:15_23_01_15_01_2021: Change detected
INFO:root:15_23_01_15_01_2021: Change detected
INFO:root:15_23_01_15_01_2021: Change detected
INFO:root:15_23_01_15_01_2021: Change detected
INFO:root:15_23_01_15_01_2021: Change detected
INFO:root:15_23_01_15_01_2021: Change detected
INFO:root:15_23_01_15_01_2021: Change detected
INFO:root:15_23_01_15_01_2021: Change detected
INFO:root:15_23_01_15_01_2021: Change detected
INFO:root:15_23_01_15_01_2021: Change detected
INFO:root:15_23_01_15_01_2021: Change detected
INFO:root:15_23_01_15_01_2021: Change detected
INFO:root:15_23_02_15_01_2021: Change detected
INFO:root:15_23_02_15_01_2021: Change detected
INFO:root:15_23_02_15_01_2021: Change detected
INFO:root:15_23_02_15_01_2021: Change detected
INFO:root:15_23_02_15_01_2021: Change detected
INFO:root:15_23_02_15_01_2021: Change detected
INFO:root:15_23_02_15_01_2021: Change detected
INFO:root:15_23_02_15_01_2021: Change detected
INFO:root:15_23_02_15_01_2021: Change detected
INFO:root:15_23_02_15_01_2021: Change detected
INFO:root:15_23_02_15_01_2021: Change detected
INFO:root:15_23_02_15_01_2021: Change detected
INFO:root:15_23_03_15_01_2021: Change detected
INFO:root:15_23_03_15_01_2021: Change detected
INFO:root:15_23_03_15_01_2021: Change detected
INFO:root:15_23_03_15_01_2021: Change detected
INFO:root:15_23_03_15_01_2021: Change detected
INFO:root:15_23_03_15_01_2021: Change detected
INFO:root:15_23_03_15_01_2021: Change detected
INFO:root:15_23_03_15_01_2021: Change detected
INFO:root:15_23_03_15_01_2021: Change detected
INFO:root:15_23_03_15_01_2021: Change detected
INFO:root:15_23_03_15_01_2021: Change detected
INFO:root:15_23_03_15_01_2021: Change detected
INFO:root:15_23_03_15_01_2021: Change detected
INFO:root:15_23_04_15_01_2021: Change detected
INFO:root:15_23_04_15_01_2021: Change detected
INFO:root:15_23_04_15_01_2021: Change detected
INFO:root:15_23_04_15_01_2021: Change detected
INFO:root:15_23_04_15_01_2021: Change detected
INFO:root:15_23_04_15_01_2021: Change detected
INFO:root:15_23_04_15_01_2021: Change detected
INFO:root:15_23_04_15_01_2021: Change detected
INFO:root:15_23_04_15_01_2021: Change detected
INFO:root:15_23_04_15_01_2021: Change detected
INFO:root:15_23_04_15_01_2021: Change detected
INFO:root:15_23_04_15_01_2021: Change detected
INFO:root:15_23_04_15_01_2021: Change detected
INFO:root:15_23_05_15_01_2021: Change detected
INFO:root:15_23_05_15_01_2021: Change detected
INFO:root:15_23_05_15_01_2021: Change detected
INFO:root:15_23_05_15_01_2021: Change detected
INFO:root:15_23_05_15_01_2021: Change detected
INFO:root:15_23_05_15_01_2021: Change detected
INFO:root:15_23_05_15_01_2021: Change detected
INFO:root:15_23_05_15_01_2021: Change detected
INFO:root:15_23_05_15_01_2021: Change detected
INFO:root:15_23_05_15_01_2021: Change detected
INFO:root:15_23_05_15_01_2021: Change detected
INFO:root:15_23_05_15_01_2021: Change detected
INFO:root:15_23_05_15_01_2021: Change detected
INFO:root:15_23_06_15_01_2021: Change detected
INFO:root:15_23_06_15_01_2021: Change detected
INFO:root:15_23_06_15_01_2021: Change detected
INFO:root:15_23_06_15_01_2021: Change detected
INFO:root:15_23_06_15_01_2021: Change detected
INFO:root:15_23_06_15_01_2021: Change detected
INFO:root:15_23_06_15_01_2021: Change detected
INFO:root:15_23_06_15_01_2021: Change detected
INFO:root:15_23_06_15_01_2021: Change detected
INFO:root:15_23_06_15_01_2021: Change detected
INFO:root:15_23_06_15_01_2021: Change detected
INFO:root:15_23_06_15_01_2021: Change detected
INFO:root:15_23_06_15_01_2021: Change detected
INFO:root:15_23_07_15_01_2021: Change detected
INFO:root:15_23_07_15_01_2021: Change detected
INFO:root:15_23_07_15_01_2021: Change detected
INFO:root:15_23_07_15_01_2021: Change detected
INFO:root:15_23_07_15_01_2021: Change detected
INFO:root:15_23_07_15_01_2021: Change detected
INFO:root:15_23_07_15_01_2021: Change detected
INFO:root:15_23_07_15_01_2021: Change detected
INFO:root:15_23_07_15_01_2021: Change detected
INFO:root:15_23_07_15_01_2021: Change detected
INFO:root:15_23_07_15_01_2021: Change detected
INFO:root:15_23_07_15_01_2021: Change detected
INFO:root:15_23_08_15_01_2021: Change detected
INFO:root:15_23_08_15_01_2021: Change detected
INFO:root:15_23_08_15_01_2021: Change detected
INFO:root:15_23_08_15_01_2021: Change detected
INFO:root:15_23_08_15_01_2021: Change detected
INFO:root:15_23_08_15_01_2021: Change detected
INFO:root:15_23_08_15_01_2021: Change detected
INFO:root:15_23_08_15_01_2021: Change detected
INFO:root:15_23_08_15_01_2021: Change detected
INFO:root:15_23_08_15_01_2021: Change detected
INFO:root:15_23_08_15_01_2021: Change detected
INFO:root:15_23_08_15_01_2021: Change detected
INFO:root:15_23_08_15_01_2021: Change detected
INFO:root:15_23_09_15_01_2021: Change detected
INFO:root:15_23_09_15_01_2021: Change detected
INFO:root:15_23_09_15_01_2021: Change detected
INFO:root:15_23_09_15_01_2021: Change detected
INFO:root:15_23_09_15_01_2021: Change detected
INFO:root:15_23_09_15_01_2021: Change detected
INFO:root:15_23_09_15_01_2021: Change detected
INFO:root:15_23_09_15_01_2021: Change detected
INFO:root:15_23_09_15_01_2021: Change detected
INFO:root:15_23_09_15_01_2021: Change detected
INFO:root:15_23_09_15_01_2021: Change detected
INFO:root:15_23_09_15_01_2021: Change detected
INFO:root:15_23_09_15_01_2021: Change detected
INFO:root:15_23_10_15_01_2021: Change detected
INFO:root:15_23_10_15_01_2021: Change detected
INFO:root:15_23_10_15_01_2021: Change detected
INFO:root:15_23_10_15_01_2021: Change detected
INFO:root:15_23_10_15_01_2021: Change detected
INFO:root:15_23_10_15_01_2021: Change detected
INFO:root:15_23_10_15_01_2021: Change detected
INFO:root:15_23_10_15_01_2021: Change detected
INFO:root:15_23_10_15_01_2021: Change detected
INFO:root:15_23_10_15_01_2021: Change detected
INFO:root:15_23_10_15_01_2021: Change detected
INFO:root:15_23_10_15_01_2021: Change detected
INFO:root:15_23_11_15_01_2021: Change detected
INFO:root:15_23_11_15_01_2021: Change detected
INFO:root:15_23_11_15_01_2021: Change detected
INFO:root:15_23_11_15_01_2021: Change detected
INFO:root:15_23_11_15_01_2021: Change detected
INFO:root:15_23_11_15_01_2021: Change detected
INFO:root:15_23_11_15_01_2021: Change detected
INFO:root:15_23_11_15_01_2021: Change detected
INFO:root:15_23_11_15_01_2021: Change detected
INFO:root:15_23_11_15_01_2021: Change detected
INFO:root:15_23_11_15_01_2021: Change detected
INFO:root:15_23_11_15_01_2021: Change detected
INFO:root:15_23_12_15_01_2021: Change detected
INFO:root:15_23_12_15_01_2021: Change detected
INFO:root:15_23_12_15_01_2021: Change detected
INFO:root:15_23_12_15_01_2021: Change detected
INFO:root:15_23_12_15_01_2021: Change detected
INFO:root:15_23_12_15_01_2021: Change detected
INFO:root:15_23_12_15_01_2021: Change detected
INFO:root:15_23_12_15_01_2021: Change detected
INFO:root:15_23_12_15_01_2021: Change detected
INFO:root:15_23_12_15_01_2021: Change detected
INFO:root:15_23_12_15_01_2021: Change detected
INFO:root:15_23_12_15_01_2021: Change detected
INFO:root:15_23_13_15_01_2021: Change detected
INFO:root:15_23_13_15_01_2021: Change detected
INFO:root:15_23_13_15_01_2021: Change detected
INFO:root:15_23_13_15_01_2021: Change detected
INFO:root:15_23_13_15_01_2021: Change detected
INFO:root:15_23_13_15_01_2021: Change detected
INFO:root:15_23_13_15_01_2021: Change detected
INFO:root:15_23_13_15_01_2021: Change detected
INFO:root:15_23_13_15_01_2021: Change detected
INFO:root:15_23_13_15_01_2021: Change detected
INFO:root:15_23_13_15_01_2021: Change detected
INFO:root:15_23_13_15_01_2021: Change detected
INFO:root:15_23_14_15_01_2021: Change detected
INFO:root:15_23_14_15_01_2021: Change detected
INFO:root:15_23_14_15_01_2021: Change detected
INFO:root:15_23_14_15_01_2021: Change detected
INFO:root:15_23_14_15_01_2021: Change detected
INFO:root:15_23_14_15_01_2021: Change detected
INFO:root:15_23_14_15_01_2021: Change detected
INFO:root:15_23_14_15_01_2021: Change detected
INFO:root:15_23_14_15_01_2021: Change detected
INFO:root:15_23_14_15_01_2021: Change detected
INFO:root:15_23_14_15_01_2021: Change detected
INFO:root:15_23_14_15_01_2021: Change detected
INFO:root:15_23_15_15_01_2021: Change detected
INFO:root:15_23_15_15_01_2021: Change detected
INFO:root:15_23_15_15_01_2021: Change detected
INFO:root:15_23_15_15_01_2021: Change detected
INFO:root:15_23_15_15_01_2021: Change detected
INFO:root:15_23_15_15_01_2021: Change detected
INFO:root:15_23_15_15_01_2021: Change detected
INFO:root:15_23_15_15_01_2021: Change detected
INFO:root:15_23_15_15_01_2021: Change detected
INFO:root:15_23_15_15_01_2021: Change detected
INFO:root:15_23_15_15_01_2021: Change detected
INFO:root:15_23_15_15_01_2021: Change detected
INFO:root:15_23_16_15_01_2021: Change detected
INFO:root:15_23_16_15_01_2021: Change detected
INFO:root:15_23_16_15_01_2021: Change detected
INFO:root:15_23_16_15_01_2021: Change detected
INFO:root:15_23_16_15_01_2021: Change detected
INFO:root:15_23_16_15_01_2021: Change detected
INFO:root:15_23_16_15_01_2021: Change detected
INFO:root:15_23_16_15_01_2021: Change detected
INFO:root:15_23_16_15_01_2021: Change detected
INFO:root:15_23_16_15_01_2021: Change detected
INFO:root:15_23_16_15_01_2021: Change detected
INFO:root:15_23_16_15_01_2021: Change detected
INFO:root:15_23_17_15_01_2021: Change detected
INFO:root:15_23_17_15_01_2021: Change detected
INFO:root:15_23_17_15_01_2021: Change detected
INFO:root:15_23_17_15_01_2021: Change detected
INFO:root:15_23_17_15_01_2021: Change detected
INFO:root:15_23_17_15_01_2021: Change detected
INFO:root:15_23_17_15_01_2021: Change detected
INFO:root:15_23_17_15_01_2021: Change detected
INFO:root:15_23_17_15_01_2021: Change detected
INFO:root:15_23_17_15_01_2021: Change detected
INFO:root:15_23_17_15_01_2021: Change detected
INFO:root:15_23_17_15_01_2021: Change detected
INFO:root:15_23_18_15_01_2021: Change detected
INFO:root:15_23_18_15_01_2021: Change detected
INFO:root:15_23_18_15_01_2021: Change detected
INFO:root:15_23_18_15_01_2021: Change detected
INFO:root:15_23_18_15_01_2021: Change detected
INFO:root:15_23_18_15_01_2021: Change detected
INFO:root:15_23_18_15_01_2021: Change detected
INFO:root:15_23_18_15_01_2021: Change detected
INFO:root:15_23_18_15_01_2021: Change detected
INFO:root:15_23_18_15_01_2021: Change detected
INFO:root:15_23_18_15_01_2021: Change detected
INFO:root:15_23_18_15_01_2021: Change detected
INFO:root:15_23_19_15_01_2021: Change detected
INFO:root:15_23_19_15_01_2021: Change detected
INFO:root:15_23_19_15_01_2021: Change detected
INFO:root:15_23_19_15_01_2021: Change detected
INFO:root:15_23_19_15_01_2021: Change detected
INFO:root:15_23_19_15_01_2021: Change detected
INFO:root:15_23_19_15_01_2021: Change detected
INFO:root:15_23_19_15_01_2021: Change detected
INFO:root:15_23_19_15_01_2021: Change detected
INFO:root:15_23_19_15_01_2021: Change detected
INFO:root:15_23_19_15_01_2021: Change detected
INFO:root:15_23_19_15_01_2021: Change detected
INFO:root:15_23_20_15_01_2021: Change detected
INFO:root:15_23_20_15_01_2021: Change detected
INFO:root:15_23_20_15_01_2021: Change detected
INFO:root:15_23_20_15_01_2021: Change detected
INFO:root:15_23_20_15_01_2021: Change detected
INFO:root:15_23_20_15_01_2021: Change detected
INFO:root:15_23_20_15_01_2021: Change detected
INFO:root:15_23_20_15_01_2021: Change detected
INFO:root:15_23_20_15_01_2021: Change detected
INFO:root:15_23_20_15_01_2021: Change detected
INFO:root:15_23_20_15_01_2021: Change detected
INFO:root:15_23_20_15_01_2021: Change detected
INFO:root:15_23_21_15_01_2021: Change detected
INFO:root:15_23_21_15_01_2021: Change detected
INFO:root:15_23_21_15_01_2021: Change detected
INFO:root:15_23_21_15_01_2021: Change detected
INFO:root:15_23_21_15_01_2021: Change detected
INFO:root:15_23_21_15_01_2021: Change detected
INFO:root:15_23_21_15_01_2021: Change detected
INFO:root:15_23_21_15_01_2021: Change detected
INFO:root:15_23_21_15_01_2021: Change detected
INFO:root:15_23_21_15_01_2021: Change detected
INFO:root:15_23_21_15_01_2021: Change detected
INFO:root:15_23_21_15_01_2021: Change detected
INFO:root:15_23_22_15_01_2021: Change detected
INFO:root:15_23_22_15_01_2021: Change detected
INFO:root:15_23_22_15_01_2021: Change detected
INFO:root:15_23_22_15_01_2021: Change detected
INFO:root:15_23_22_15_01_2021: Change detected
INFO:root:15_23_22_15_01_2021: Change detected
INFO:root:15_23_22_15_01_2021: Change detected
INFO:root:15_23_22_15_01_2021: Change detected
INFO:root:15_23_22_15_01_2021: Change detected
INFO:root:15_23_22_15_01_2021: Change detected
INFO:root:15_23_22_15_01_2021: Change detected
INFO:root:15_23_22_15_01_2021: Change detected
INFO:root:15_23_23_15_01_2021: Change detected
INFO:root:15_23_23_15_01_2021: Change detected
INFO:root:15_23_23_15_01_2021: Change detected
INFO:root:15_23_23_15_01_2021: Change detected
INFO:root:15_23_23_15_01_2021: Change detected
INFO:root:15_23_23_15_01_2021: Change detected
INFO:root:15_23_23_15_01_2021: Change detected
INFO:root:15_23_23_15_01_2021: Change detected
INFO:root:15_23_23_15_01_2021: Change detected
INFO:root:15_23_23_15_01_2021: Change detected
INFO:root:15_23_23_15_01_2021: Change detected
INFO:root:15_23_23_15_01_2021: Change detected
INFO:root:15_23_24_15_01_2021: Change detected
INFO:root:15_23_24_15_01_2021: Change detected
INFO:root:15_23_24_15_01_2021: Change detected
INFO:root:15_23_24_15_01_2021: Change detected
INFO:root:15_23_24_15_01_2021: Change detected
INFO:root:15_23_24_15_01_2021: Change detected
INFO:root:15_23_24_15_01_2021: Change detected
INFO:root:15_23_24_15_01_2021: Change detected
INFO:root:15_23_24_15_01_2021: Change detected
INFO:root:15_23_24_15_01_2021: Change detected
INFO:root:15_23_24_15_01_2021: Change detected
INFO:root:15_23_24_15_01_2021: Change detected
INFO:root:15_23_25_15_01_2021: Change detected
INFO:root:15_23_25_15_01_2021: Change detected
INFO:root:15_23_25_15_01_2021: Change detected
INFO:root:15_23_25_15_01_2021: Change detected
INFO:root:15_23_25_15_01_2021: Change detected
INFO:root:15_23_25_15_01_2021: Change detected
INFO:root:15_23_25_15_01_2021: Change detected
INFO:root:15_23_25_15_01_2021: Change detected
INFO:root:15_23_25_15_01_2021: Change detected
INFO:root:15_23_25_15_01_2021: Change detected
INFO:root:15_23_25_15_01_2021: Change detected
INFO:root:15_23_25_15_01_2021: Change detected
INFO:root:15_23_26_15_01_2021: Change detected
INFO:root:15_23_26_15_01_2021: Change detected
INFO:root:15_23_26_15_01_2021: Change detected
INFO:root:15_23_26_15_01_2021: Change detected
INFO:root:15_23_26_15_01_2021: Change detected
INFO:root:15_23_26_15_01_2021: Change detected
INFO:root:15_23_26_15_01_2021: Change detected
INFO:root:15_23_26_15_01_2021: Change detected
INFO:root:15_23_26_15_01_2021: Change detected
INFO:root:15_23_26_15_01_2021: Change detected
INFO:root:15_23_26_15_01_2021: Change detected
INFO:root:15_23_26_15_01_2021: Change detected
INFO:root:15_23_27_15_01_2021: Change detected
INFO:root:15_23_27_15_01_2021: Change detected
INFO:root:15_23_27_15_01_2021: Change detected
INFO:root:15_23_27_15_01_2021: Change detected
INFO:root:15_23_27_15_01_2021: Change detected
INFO:root:15_23_27_15_01_2021: Change detected
INFO:root:15_23_27_15_01_2021: Change detected
INFO:root:15_23_27_15_01_2021: Change detected
INFO:root:15_23_27_15_01_2021: Change detected
INFO:root:15_23_27_15_01_2021: Change detected
INFO:root:15_23_27_15_01_2021: Change detected
INFO:root:15_23_27_15_01_2021: Change detected
INFO:root:15_23_28_15_01_2021: Change detected
INFO:root:15_23_28_15_01_2021: Change detected
INFO:root:15_23_28_15_01_2021: Change detected
INFO:root:15_23_28_15_01_2021: Change detected
INFO:root:15_23_28_15_01_2021: Change detected
INFO:root:15_23_28_15_01_2021: Change detected
INFO:root:15_23_28_15_01_2021: Change detected
